customerID,gender,SeniorCitizenLabel,Partner,Dependents,tenure,TenureGroup,Contract,InternetService,PaymentMethod,MonthlyCharges,TotalCharges,EstimatedAnnualRevenue,AverageMonthlyValue,MonthlyChargeBand,Churn,ChurnFlag,PredictedChurnProbability,ChurnRiskBand,RecommendedRetentionAction
2657-ALMWY,Female,Senior,Yes,No,26,25-48 Months,Month-to-month,Fiber optic,Electronic check,84.95,2169.75,1019.4,83.45192307692308,Mid-High Value,Yes,1,0.6671066424674563,High Risk,Proactive retention campaign and contract upgrade incentive
6330-JKLPC,Male,Non-Senior,Yes,No,11,0-12 Months,Month-to-month,Fiber optic,Bank transfer (automatic),80.5,896.9,966.0,81.53636363636363,Mid-High Value,Yes,1,0.8090419582985865,Critical Risk,"Urgent retention call, service review, personalised offer"
4667-OHGKG,Male,Non-Senior,No,No,1,0-12 Months,Month-to-month,No,Mailed check,19.3,19.3,231.6,19.3,Low Value,Yes,1,0.5283798484600088,High Risk,Proactive retention campaign and contract upgrade incentive
1998-VHJHK,Female,Non-Senior,No,No,27,25-48 Months,One year,No,Mailed check,19.15,501.35,229.8,18.56851851851852,Low Value,No,0,0.05049060057548496,Low Risk,Maintain standard service and monitor customer experience
1707-HABPF,Female,Senior,No,No,46,25-48 Months,One year,Fiber optic,Bank transfer (automatic),91.3,4126.35,1095.6,89.70326086956523,High Value,No,0,0.3988574787486423,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
1660-HSOOQ,Male,Non-Senior,No,No,1,0-12 Months,Month-to-month,DSL,Mailed check,49.65,49.65,595.8,49.65,Mid-Low Value,Yes,1,0.738513948833325,High Risk,Proactive retention campaign and contract upgrade incentive
7253-UVNDW,Female,Non-Senior,No,No,46,25-48 Months,Two year,DSL,Credit card (automatic),54.35,2460.15,652.2,53.48152173913044,Mid-Low Value,Yes,1,0.17569186191882674,Low Risk,Maintain standard service and monitor customer experience
0487-VVUVK,Male,Non-Senior,Yes,Yes,25,25-48 Months,Month-to-month,No,Mailed check,19.15,477.6,229.8,19.104,Low Value,No,0,0.15349609813236684,Low Risk,Maintain standard service and monitor customer experience
7228-OMTPN,Male,Non-Senior,No,No,4,0-12 Months,Month-to-month,Fiber optic,Electronic check,88.45,370.65,1061.4,92.6625,Mid-High Value,Yes,1,0.8702319687511174,Critical Risk,"Urgent retention call, service review, personalised offer"
5063-IUOKK,Male,Non-Senior,No,No,13,13-24 Months,Two year,No,Mailed check,19.75,265.75,237.0,20.442307692307693,Low Value,No,0,0.06395256637394088,Low Risk,Maintain standard service and monitor customer experience
4508-OEBEY,Male,Non-Senior,Yes,No,31,25-48 Months,One year,DSL,Credit card (automatic),75.5,2424.45,906.0,78.20806451612903,Mid-High Value,No,0,0.228073964386971,Low Risk,Maintain standard service and monitor customer experience
0027-KWYKW,Female,Non-Senior,Yes,Yes,23,13-24 Months,Month-to-month,Fiber optic,Electronic check,83.75,1849.95,1005.0,80.43260869565218,Mid-High Value,No,0,0.718733790665766,High Risk,Proactive retention campaign and contract upgrade incentive
2308-STERM,Female,Non-Senior,No,No,2,0-12 Months,Month-to-month,No,Mailed check,19.4,61.05,232.8,30.525,Low Value,No,0,0.27369399711920905,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
5982-XMDEX,Female,Non-Senior,No,No,65,49+ Months,Two year,No,Bank transfer (automatic),26.5,1698.55,318.0,26.13153846153846,Low Value,No,0,0.046444747764217774,Low Risk,Maintain standard service and monitor customer experience
6284-AHOOQ,Male,Senior,No,No,22,13-24 Months,Month-to-month,Fiber optic,Bank transfer (automatic),90.5,1910.6,1086.0,86.84545454545454,High Value,Yes,1,0.6275607593901377,High Risk,Proactive retention campaign and contract upgrade incentive
6051-PTVNS,Female,Non-Senior,Yes,Yes,55,49+ Months,One year,No,Credit card (automatic),19.15,998.1,229.8,18.14727272727273,Low Value,No,0,0.06830279613878562,Low Risk,Maintain standard service and monitor customer experience
2344-JMOGN,Male,Non-Senior,Yes,No,9,0-12 Months,Month-to-month,Fiber optic,Mailed check,94.85,890.6,1138.1999999999998,98.95555555555556,High Value,Yes,1,0.8122350061070058,Critical Risk,"Urgent retention call, service review, personalised offer"
3799-ISUZQ,Male,Non-Senior,Yes,Yes,7,0-12 Months,Month-to-month,Fiber optic,Bank transfer (automatic),69.95,529.5,839.4000000000001,75.64285714285714,Mid-Low Value,Yes,1,0.7980482971356002,Critical Risk,"Urgent retention call, service review, personalised offer"
2877-VDUER,Female,Non-Senior,Yes,Yes,35,25-48 Months,One year,DSL,Mailed check,40.9,1383.6,490.8,39.53142857142857,Mid-Low Value,No,0,0.20470204361901484,Low Risk,Maintain standard service and monitor customer experience
9152-AMKAK,Male,Non-Senior,No,No,6,0-12 Months,Two year,DSL,Mailed check,80.25,493.4,963.0,82.23333333333333,Mid-High Value,No,0,0.25391477867485596,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
1794-HBQTJ,Female,Non-Senior,No,No,1,0-12 Months,Month-to-month,DSL,Credit card (automatic),48.6,48.6,583.2,48.6,Mid-Low Value,Yes,1,0.6432634229012391,High Risk,Proactive retention campaign and contract upgrade incentive
9432-VOFYX,Male,Non-Senior,No,No,17,13-24 Months,Month-to-month,Fiber optic,Electronic check,70.8,1207.0,849.5999999999999,71.0,Mid-High Value,No,0,0.7056032139321864,High Risk,Proactive retention campaign and contract upgrade incentive
8049-WJCLQ,Male,Non-Senior,Yes,Yes,10,0-12 Months,Month-to-month,DSL,Mailed check,60.2,563.5,722.4000000000001,56.35,Mid-Low Value,No,0,0.5033268173890417,High Risk,Proactive retention campaign and contract upgrade incentive
6586-PSJOX,Male,Non-Senior,No,Yes,15,13-24 Months,One year,DSL,Credit card (automatic),55.2,864.55,662.4000000000001,57.63666666666666,Mid-Low Value,No,0,0.2646595823113721,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
2460-FPSYH,Female,Senior,No,No,40,25-48 Months,Month-to-month,DSL,Electronic check,55.8,2109.35,669.5999999999999,52.73375,Mid-Low Value,Yes,1,0.479891928067947,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
9705-ZJBCG,Female,Non-Senior,Yes,Yes,13,13-24 Months,One year,DSL,Bank transfer (automatic),54.15,701.05,649.8,53.92692307692308,Mid-Low Value,No,0,0.19939730785736023,Low Risk,Maintain standard service and monitor customer experience
4818-DRBQT,Male,Non-Senior,Yes,No,29,25-48 Months,Month-to-month,Fiber optic,Bank transfer (automatic),80.15,2265.25,961.8,78.11206896551724,Mid-High Value,Yes,1,0.6210531129002049,High Risk,Proactive retention campaign and contract upgrade incentive
1320-HTRDR,Female,Non-Senior,No,No,3,0-12 Months,Month-to-month,Fiber optic,Electronic check,75.5,220.6,906.0,73.53333333333333,Mid-High Value,Yes,1,0.861525417417024,Critical Risk,"Urgent retention call, service review, personalised offer"
6847-KJLTS,Female,Senior,Yes,No,58,49+ Months,Month-to-month,Fiber optic,Bank transfer (automatic),100.4,5749.8,1204.8000000000002,99.13448275862068,High Value,No,0,0.5336546892239746,High Risk,Proactive retention campaign and contract upgrade incentive
9670-BPNXF,Female,Non-Senior,No,No,45,25-48 Months,One year,DSL,Credit card (automatic),62.55,2796.45,750.5999999999999,62.14333333333333,Mid-Low Value,No,0,0.16902059117991441,Low Risk,Maintain standard service and monitor customer experience
3913-FCUUW,Female,Non-Senior,Yes,Yes,72,49+ Months,Two year,DSL,Bank transfer (automatic),70.45,5165.7,845.4000000000001,71.74583333333334,Mid-High Value,No,0,0.06047542471642704,Low Risk,Maintain standard service and monitor customer experience
3301-VKTGC,Male,Non-Senior,Yes,Yes,68,49+ Months,One year,Fiber optic,Bank transfer (automatic),85.5,5696.6,1026.0,83.77352941176471,Mid-High Value,No,0,0.25918163177224157,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
1493-AMTIE,Male,Non-Senior,No,No,1,0-12 Months,Month-to-month,No,Bank transfer (automatic),20.2,20.2,242.4,20.2,Low Value,Yes,1,0.535530072787906,High Risk,Proactive retention campaign and contract upgrade incentive
9555-SAHUZ,Female,Non-Senior,Yes,Yes,38,25-48 Months,Month-to-month,DSL,Electronic check,54.5,2076.05,654.0,54.63289473684211,Mid-Low Value,No,0,0.34406757462092097,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
0816-TSPHQ,Male,Non-Senior,No,No,2,0-12 Months,Month-to-month,No,Mailed check,20.75,44.2,249.0,22.1,Low Value,No,0,0.30934111467804093,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
9932-WBWIK,Male,Non-Senior,No,No,11,0-12 Months,Month-to-month,No,Mailed check,20.35,215.25,244.2,19.568181818181817,Low Value,No,0,0.2883847840825,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
4619-EVPHY,Female,Senior,Yes,No,20,13-24 Months,One year,Fiber optic,Bank transfer (automatic),91.0,1859.5,1092.0,92.975,High Value,No,0,0.49710195588314304,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
5286-YHCVC,Male,Non-Senior,Yes,No,72,49+ Months,Two year,Fiber optic,Bank transfer (automatic),104.8,7470.1,1257.6,103.7513888888889,High Value,No,0,0.3283180125106413,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
6424-ELEYH,Female,Non-Senior,Yes,No,3,0-12 Months,Month-to-month,Fiber optic,Credit card (automatic),74.75,229.5,897.0,76.5,Mid-High Value,Yes,1,0.8344842397636312,Critical Risk,"Urgent retention call, service review, personalised offer"
4391-RESHN,Male,Non-Senior,No,No,23,13-24 Months,Month-to-month,Fiber optic,Mailed check,104.05,2470.1,1248.6,107.39565217391304,High Value,Yes,1,0.6531706927391265,High Risk,Proactive retention campaign and contract upgrade incentive
9115-YQHGA,Male,Non-Senior,No,No,40,25-48 Months,Month-to-month,DSL,Electronic check,51.1,2092.9,613.2,52.322500000000005,Mid-Low Value,No,0,0.36163995916876085,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
4462-CYWMH,Male,Senior,Yes,No,62,49+ Months,Month-to-month,Fiber optic,Bank transfer (automatic),89.8,5629.55,1077.6,90.7991935483871,Mid-High Value,No,0,0.5575977660229031,High Risk,Proactive retention campaign and contract upgrade incentive
8963-MQVYN,Female,Non-Senior,No,Yes,22,13-24 Months,Month-to-month,No,Electronic check,20.55,469.85,246.6,21.356818181818184,Low Value,No,0,0.19913523065580305,Low Risk,Maintain standard service and monitor customer experience
2458-EOMRE,Female,Non-Senior,No,No,11,0-12 Months,Month-to-month,DSL,Bank transfer (automatic),64.05,733.95,768.5999999999999,66.72272727272728,Mid-Low Value,No,0,0.4075349088294544,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
9334-GWGOW,Male,Senior,Yes,No,7,0-12 Months,Month-to-month,Fiber optic,Electronic check,74.85,485.25,898.1999999999999,69.32142857142857,Mid-High Value,No,0,0.8540869668566882,Critical Risk,"Urgent retention call, service review, personalised offer"
6821-BUXUX,Female,Non-Senior,No,No,13,13-24 Months,Month-to-month,Fiber optic,Electronic check,96.65,1244.5,1159.8000000000002,95.73076923076924,High Value,Yes,1,0.7495142809599646,High Risk,Proactive retention campaign and contract upgrade incentive
5028-HTLJB,Male,Senior,No,No,1,0-12 Months,Month-to-month,No,Mailed check,20.05,20.05,240.6,20.05,Low Value,Yes,1,0.5471204614990304,High Risk,Proactive retention campaign and contract upgrade incentive
9801-GDWGV,Female,Non-Senior,No,No,39,25-48 Months,Month-to-month,Fiber optic,Electronic check,103.45,3994.45,1241.4,102.42179487179487,High Value,Yes,1,0.7082047509038963,High Risk,Proactive retention campaign and contract upgrade incentive
6542-LWGXJ,Male,Non-Senior,Yes,No,3,0-12 Months,Month-to-month,DSL,Mailed check,25.0,78.25,300.0,26.08333333333333,Low Value,No,0,0.6928342899456227,High Risk,Proactive retention campaign and contract upgrade incentive
5567-GZKQY,Male,Non-Senior,No,No,58,49+ Months,Two year,No,Credit card (automatic),20.3,1131.5,243.6,19.50862068965517,Low Value,No,0,0.04801151751420595,Low Risk,Maintain standard service and monitor customer experience
1222-LRYKO,Male,Non-Senior,No,Yes,6,0-12 Months,Month-to-month,No,Mailed check,26.35,184.05,316.20000000000005,30.675,Low Value,No,0,0.24645649627355468,Low Risk,Maintain standard service and monitor customer experience
2320-JRSDE,Female,Non-Senior,Yes,Yes,1,0-12 Months,Month-to-month,No,Electronic check,19.9,19.9,238.8,19.9,Low Value,Yes,1,0.5530236167821794,High Risk,Proactive retention campaign and contract upgrade incentive
2087-QAREY,Female,Non-Senior,Yes,No,22,13-24 Months,Month-to-month,DSL,Mailed check,54.7,1178.75,656.4000000000001,53.57954545454545,Mid-Low Value,No,0,0.4631740756184064,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
0601-WZHJF,Male,Non-Senior,Yes,No,14,13-24 Months,Month-to-month,DSL,Electronic check,46.35,667.7,556.2,47.69285714285714,Mid-Low Value,Yes,1,0.5517273330348547,High Risk,Proactive retention campaign and contract upgrade incentive
4423-JWZJN,Male,Non-Senior,Yes,Yes,64,49+ Months,One year,Fiber optic,Credit card (automatic),90.25,5629.15,1083.0,87.95546875,High Value,No,0,0.3503233094326989,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
5143-WMWOG,Male,Non-Senior,No,No,1,0-12 Months,Month-to-month,No,Electronic check,19.95,19.95,239.4,19.95,Low Value,Yes,1,0.520982045186784,High Risk,Proactive retention campaign and contract upgrade incentive
6490-FGZAT,Male,Non-Senior,No,No,6,0-12 Months,Month-to-month,No,Mailed check,20.65,109.3,247.8,18.216666666666665,Low Value,No,0,0.26672366737653386,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
5393-RXQSZ,Male,Non-Senior,No,No,1,0-12 Months,Month-to-month,Fiber optic,Electronic check,79.6,79.6,955.2,79.6,Mid-High Value,Yes,1,0.8617216787496226,Critical Risk,"Urgent retention call, service review, personalised offer"
7452-FOLON,Male,Non-Senior,No,Yes,39,25-48 Months,One year,No,Bank transfer (automatic),25.45,958.45,305.4,24.575641025641023,Low Value,No,0,0.09149075361465195,Low Risk,Maintain standard service and monitor customer experience
2320-TZRRH,Female,Non-Senior,No,No,20,13-24 Months,One year,No,Mailed check,19.5,403.15,234.0,20.1575,Low Value,No,0,0.06591417361430811,Low Risk,Maintain standard service and monitor customer experience
0231-LXVAP,Male,Non-Senior,No,No,1,0-12 Months,Month-to-month,Fiber optic,Electronic check,75.9,75.9,910.8,75.9,Mid-High Value,Yes,1,0.7973344810355713,Critical Risk,"Urgent retention call, service review, personalised offer"
9444-JTXHZ,Male,Non-Senior,Yes,No,1,0-12 Months,Month-to-month,Fiber optic,Electronic check,76.2,76.2,914.4,76.2,Mid-High Value,Yes,1,0.8454912162124869,Critical Risk,"Urgent retention call, service review, personalised offer"
4942-VZZOM,Male,Non-Senior,Yes,No,64,49+ Months,One year,DSL,Credit card (automatic),66.15,4392.5,793.8000000000001,68.6328125,Mid-Low Value,No,0,0.16972748067092402,Low Risk,Maintain standard service and monitor customer experience
5510-BOIUJ,Male,Non-Senior,No,Yes,1,0-12 Months,Month-to-month,No,Mailed check,19.25,19.25,231.0,19.25,Low Value,Yes,1,0.4715033421518344,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
7502-BNYGS,Female,Non-Senior,Yes,No,46,25-48 Months,Month-to-month,DSL,Credit card (automatic),69.1,3168.0,829.1999999999999,68.8695652173913,Mid-Low Value,No,0,0.3896159687962833,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
4291-HYEBC,Female,Senior,Yes,Yes,28,25-48 Months,One year,DSL,Electronic check,39.1,1096.6,469.2000000000001,39.16428571428571,Mid-Low Value,No,0,0.3757958899865227,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
6147-CBCRA,Female,Non-Senior,Yes,No,33,25-48 Months,Month-to-month,No,Mailed check,20.05,669.45,240.6,20.28636363636364,Low Value,No,0,0.15015690415008928,Low Risk,Maintain standard service and monitor customer experience
6047-SUHPR,Male,Non-Senior,Yes,Yes,39,25-48 Months,One year,DSL,Electronic check,59.8,2343.85,717.5999999999999,60.09871794871795,Mid-Low Value,No,0,0.20275449470096102,Low Risk,Maintain standard service and monitor customer experience
4471-KXAUH,Female,Non-Senior,Yes,No,42,25-48 Months,Month-to-month,Fiber optic,Electronic check,84.3,3588.4,1011.6,85.43809523809524,Mid-High Value,Yes,1,0.6232096927246012,High Risk,Proactive retention campaign and contract upgrade incentive
9752-ZNQUT,Female,Non-Senior,No,No,1,0-12 Months,Month-to-month,DSL,Electronic check,48.6,48.6,583.2,48.6,Mid-Low Value,No,0,0.7129465983270995,High Risk,Proactive retention campaign and contract upgrade incentive
7638-QVMVY,Female,Non-Senior,No,No,7,0-12 Months,Month-to-month,Fiber optic,Electronic check,79.0,522.95,948.0,74.70714285714287,Mid-High Value,Yes,1,0.8575371599350571,Critical Risk,"Urgent retention call, service review, personalised offer"
1576-PFZIW,Male,Senior,Yes,No,70,49+ Months,Two year,Fiber optic,Credit card (automatic),105.35,7511.9,1264.1999999999998,107.31285714285714,High Value,No,0,0.2277901231676712,Low Risk,Maintain standard service and monitor customer experience
5666-MBJPT,Male,Non-Senior,No,No,65,49+ Months,Two year,No,Bank transfer (automatic),25.1,1725.0,301.20000000000005,26.53846153846154,Low Value,No,0,0.047290837989244376,Low Risk,Maintain standard service and monitor customer experience
7312-XSBAT,Male,Non-Senior,No,No,1,0-12 Months,Month-to-month,DSL,Electronic check,49.75,49.75,597.0,49.75,Mid-Low Value,No,0,0.6447163875813297,High Risk,Proactive retention campaign and contract upgrade incentive
3096-GKWEB,Male,Non-Senior,Yes,No,18,13-24 Months,Month-to-month,Fiber optic,Electronic check,94.75,1691.9,1137.0,93.99444444444444,High Value,No,0,0.7624240144150549,Critical Risk,"Urgent retention call, service review, personalised offer"
2371-JQHZZ,Male,Non-Senior,Yes,No,24,13-24 Months,Month-to-month,Fiber optic,Electronic check,93.0,2248.05,1116.0,93.66875,High Value,No,0,0.7448647020947854,High Risk,Proactive retention campaign and contract upgrade incentive
0674-GCDXG,Male,Non-Senior,No,No,63,49+ Months,Two year,DSL,Bank transfer (automatic),71.9,4479.2,862.8000000000001,71.0984126984127,Mid-High Value,No,0,0.08775477001520328,Low Risk,Maintain standard service and monitor customer experience
1121-QSIVB,Female,Non-Senior,No,Yes,44,25-48 Months,One year,DSL,Mailed check,77.55,3471.1,930.6,78.88863636363637,Mid-High Value,No,0,0.31053054457148965,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
4396-KLSEH,Male,Non-Senior,No,No,4,0-12 Months,Month-to-month,No,Electronic check,19.85,63.0,238.2,15.75,Low Value,No,0,0.3138631749975762,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
3244-DCJWY,Female,Non-Senior,No,No,1,0-12 Months,Month-to-month,Fiber optic,Electronic check,70.25,70.25,843.0,70.25,Mid-Low Value,Yes,1,0.8630079031237404,Critical Risk,"Urgent retention call, service review, personalised offer"
2824-MYYBN,Female,Non-Senior,Yes,Yes,37,25-48 Months,Month-to-month,Fiber optic,Electronic check,95.25,3314.15,1143.0,89.57162162162163,High Value,No,0,0.6985032282867657,High Risk,Proactive retention campaign and contract upgrade incentive
0875-CABNR,Female,Senior,No,No,10,0-12 Months,Month-to-month,Fiber optic,Credit card (automatic),84.6,865.55,1015.2,86.55499999999999,Mid-High Value,Yes,1,0.8282067287329293,Critical Risk,"Urgent retention call, service review, personalised offer"
6345-HOVES,Male,Non-Senior,No,No,34,25-48 Months,Month-to-month,DSL,Bank transfer (automatic),25.05,852.7,300.6,25.079411764705885,Low Value,No,0,0.47036823535850275,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
8318-LCNBW,Male,Non-Senior,Yes,No,35,25-48 Months,One year,DSL,Credit card (automatic),53.15,1930.9,637.8,55.16857142857143,Mid-Low Value,No,0,0.20775853847775025,Low Risk,Maintain standard service and monitor customer experience
6469-QJKZW,Female,Non-Senior,Yes,No,4,0-12 Months,Month-to-month,No,Electronic check,20.15,91.4,241.8,22.85,Low Value,No,0,0.3024501841485472,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
0147-ESWWR,Female,Senior,Yes,No,39,25-48 Months,Month-to-month,Fiber optic,Electronic check,101.25,3949.15,1215.0,101.26025641025642,High Value,No,0,0.6955686988456843,High Risk,Proactive retention campaign and contract upgrade incentive
1217-VASWC,Male,Senior,Yes,No,43,25-48 Months,One year,Fiber optic,Bank transfer (automatic),100.55,4304.0,1206.6,100.09302325581396,High Value,No,0,0.4774919368850556,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
7812-FZHPE,Female,Non-Senior,Yes,Yes,17,13-24 Months,Month-to-month,No,Mailed check,24.1,409.9,289.20000000000005,24.11176470588235,Low Value,Yes,1,0.20266219987728187,Low Risk,Maintain standard service and monitor customer experience
6370-ZVHDV,Female,Non-Senior,Yes,No,61,49+ Months,Two year,No,Bank transfer (automatic),25.3,1554.9,303.6,25.49016393442623,Low Value,No,0,0.03324356605298217,Low Risk,Maintain standard service and monitor customer experience
5915-DGNVC,Female,Non-Senior,Yes,No,49,49+ Months,One year,DSL,Electronic check,71.8,3472.05,861.5999999999999,70.85816326530613,Mid-High Value,No,0,0.2001111412396722,Low Risk,Maintain standard service and monitor customer experience
6260-XLACS,Male,Non-Senior,No,No,4,0-12 Months,One year,No,Mailed check,19.7,117.8,236.4,29.45,Low Value,No,0,0.1307628112428309,Low Risk,Maintain standard service and monitor customer experience
3566-CAAYU,Female,Non-Senior,Yes,Yes,64,49+ Months,Two year,DSL,Electronic check,49.85,3210.35,598.2,50.16171875,Mid-Low Value,No,0,0.15793752463387067,Low Risk,Maintain standard service and monitor customer experience
4983-CCWMC,Male,Non-Senior,No,No,3,0-12 Months,Month-to-month,Fiber optic,Mailed check,69.6,207.4,835.1999999999999,69.13333333333334,Mid-Low Value,No,0,0.817100498922847,Critical Risk,"Urgent retention call, service review, personalised offer"
9103-CXVOK,Male,Non-Senior,Yes,Yes,1,0-12 Months,Month-to-month,No,Electronic check,19.75,19.75,237.0,19.75,Low Value,No,0,0.48171873216888395,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
2896-TBNBE,Male,Non-Senior,Yes,No,40,25-48 Months,One year,Fiber optic,Electronic check,80.8,3132.75,969.6,78.31875,Mid-High Value,No,0,0.3638104898686705,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
4797-AXPXK,Female,Non-Senior,No,Yes,1,0-12 Months,Month-to-month,DSL,Electronic check,60.0,60.0,720.0,60.0,Mid-Low Value,Yes,1,0.5619386621870206,High Risk,Proactive retention campaign and contract upgrade incentive
5229-PRWKT,Male,Non-Senior,No,No,8,0-12 Months,Month-to-month,Fiber optic,Electronic check,86.55,649.65,1038.6,81.20625,Mid-High Value,Yes,1,0.8699056616756219,Critical Risk,"Urgent retention call, service review, personalised offer"
6982-UQZLY,Female,Senior,Yes,No,1,0-12 Months,Month-to-month,No,Mailed check,20.85,20.85,250.2,20.85,Low Value,Yes,1,0.5460459473322182,High Risk,Proactive retention campaign and contract upgrade incentive
2522-WLNSF,Female,Senior,Yes,No,34,25-48 Months,One year,DSL,Bank transfer (automatic),64.2,2106.3,770.4000000000001,61.95,Mid-Low Value,No,0,0.2283114021345532,Low Risk,Maintain standard service and monitor customer experience
3841-CONLJ,Female,Non-Senior,Yes,No,1,0-12 Months,Month-to-month,DSL,Electronic check,35.0,35.0,420.0,35.0,Low Value,No,0,0.7417986489794899,High Risk,Proactive retention campaign and contract upgrade incentive
5057-LCOUI,Female,Non-Senior,No,No,39,25-48 Months,Month-to-month,DSL,Electronic check,50.75,2011.4,609.0,51.57435897435898,Mid-Low Value,Yes,1,0.48346167019839337,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
0193-ESZXP,Female,Senior,Yes,No,58,49+ Months,One year,Fiber optic,Credit card (automatic),105.5,6205.5,1266.0,106.99137931034484,High Value,Yes,1,0.4075992455217182,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
4475-NVTLU,Male,Non-Senior,Yes,Yes,45,25-48 Months,Two year,No,Electronic check,19.2,903.7,230.4,20.082222222222224,Low Value,No,0,0.04830595491496347,Low Risk,Maintain standard service and monitor customer experience
4369-HTUIF,Male,Senior,No,No,6,0-12 Months,Month-to-month,Fiber optic,Bank transfer (automatic),85.15,503.6,1021.8,83.93333333333334,Mid-High Value,Yes,1,0.7679304401847729,Critical Risk,"Urgent retention call, service review, personalised offer"
9386-LDCZR,Male,Non-Senior,No,No,43,25-48 Months,One year,Fiber optic,Credit card (automatic),90.65,3882.3,1087.8000000000002,90.28604651162792,High Value,No,0,0.28266094226485633,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
9585-KKMFD,Male,Non-Senior,Yes,Yes,41,25-48 Months,Two year,No,Mailed check,20.0,879.8,240.0,21.45853658536585,Low Value,No,0,0.029018883956528373,Low Risk,Maintain standard service and monitor customer experience
5399-ZIMKF,Male,Non-Senior,No,No,5,0-12 Months,Month-to-month,Fiber optic,Electronic check,74.65,383.65,895.8000000000001,76.72999999999999,Mid-High Value,No,0,0.8376545484989824,Critical Risk,"Urgent retention call, service review, personalised offer"
0336-KXKFK,Male,Non-Senior,No,No,72,49+ Months,Two year,DSL,Credit card (automatic),61.2,4390.25,734.4000000000001,60.97569444444444,Mid-Low Value,No,0,0.07182922846097883,Low Risk,Maintain standard service and monitor customer experience
5619-XZZKR,Male,Non-Senior,No,No,4,0-12 Months,One year,No,Mailed check,19.95,68.2,239.4,17.05,Low Value,No,0,0.1246867788287122,Low Risk,Maintain standard service and monitor customer experience
3948-FVVRP,Male,Non-Senior,Yes,Yes,9,0-12 Months,Month-to-month,DSL,Mailed check,54.8,452.8,657.5999999999999,50.31111111111111,Mid-Low Value,No,0,0.4812291120701287,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
5327-XOKKY,Male,Senior,Yes,No,72,49+ Months,Two year,DSL,Credit card (automatic),73.45,5329.0,881.4000000000001,74.01388888888889,Mid-High Value,No,0,0.21510977938196743,Low Risk,Maintain standard service and monitor customer experience
0983-TATYJ,Female,Non-Senior,Yes,No,33,25-48 Months,One year,DSL,Mailed check,51.45,1758.9,617.4000000000001,53.3,Mid-Low Value,No,0,0.22794888979093436,Low Risk,Maintain standard service and monitor customer experience
1813-JYWTO,Female,Non-Senior,Yes,No,72,49+ Months,Two year,Fiber optic,Bank transfer (automatic),80.45,5737.6,965.4,79.6888888888889,Mid-High Value,No,0,0.13746530903650467,Low Risk,Maintain standard service and monitor customer experience
0156-FVPTA,Male,Non-Senior,Yes,No,22,13-24 Months,Month-to-month,DSL,Electronic check,54.2,1152.7,650.4000000000001,52.39545454545455,Mid-Low Value,Yes,1,0.44988695816633956,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
1984-FCOWB,Female,Non-Senior,Yes,No,70,49+ Months,One year,Fiber optic,Electronic check,109.5,7674.55,1314.0,109.63642857142855,High Value,Yes,1,0.4799293507965575,Medium Risk,"Targeted engagement, onboarding support and usage monitoring"
0654-HMSHN,Male,Non-Senior,Yes,Yes,21,13-24 Months,Month-to-month,Fiber optic,Electronic check,104.4,2157.95,1252.8000000000002,102.7595238095238,High Value,Yes,1,0.6908274743447095,High Risk,Proactive retention campaign and contract upgrade incentive
6719-OXYBR,Male,Non-Senior,No,No,15,13-24 Months,Month-to-month,Fiber optic,Electronic check,85.3,1219.85,1023.6,81.32333333333332,Mid-High Value,No,0,0.6894703459227302,High Risk,Proactive retention campaign and contract upgrade incentive
3312-ZWLGF,Male,Senior,Yes,No,29,25-48 Months,Month-to-month,Fiber optic,Electronic check,79.3,2414.55,951.6,83.26034482758621,Mid-High Value,No,0,0.6385556463834753,High Risk,Proactive retention campaign and contract upgrade incentive
